,MEBT:XCB1:CUR,MEBT:YCB1:CUR,MEBT:XCB3:CUR,MEBT:YCB3:CUR,MEBT:XCB5:CUR,MEBT:YCB5:CUR,MEBT:Q6:CUR,MEBT:Q7:CUR,MEBT:YCB7A:CUR,MEBT:YCB7B:CUR,MEBT:Q8:CUR,MEBT:Q9:CUR
13,0.3272821538871372,0.32336997185536764,0.30035669994507264,0.3212600953207587,0.31755266847506086,0.31474926221832816,0.3245243586207505,0.2846328097165862,0.3310527823038224,0.2870513285735564,0.33488246887584716,0.3276704965601973
14,0.336645241705606,0.30183693706476467,0.3103687119572585,0.3282276867578497,0.32914511335919017,0.31339923147985677,0.33215852428699644,0.26918998414149825,0.33887117553331747,0.305420877813867,0.3419535981957861,0.33537790905890696
15,0.34463788860621936,0.2824146700583464,0.3132218889581634,0.3307369178684269,0.33862201839334016,0.3099796552938687,0.3329687185229532,0.262670536020392,0.3463371201015746,0.315125613334143,0.33073694303353307,0.34059390041854093
16,0.3488719316735568,0.2702572188813927,0.31353479827937525,0.3312988685085634,0.3433494532871394,0.30591888141680534,0.33279424390320334,0.2599788160959013,0.3502544142108345,0.318956328580503,0.32185057530818706,0.3430843701905349
17,0.34695905641165736,0.2690520180526932,0.3118513027630829,0.3310013469087706,0.34131678450331043,0.30503044442734656,0.33444200187397083,0.2585373404539938,0.3487948220369442,0.31665751238774426,0.32846918042693796,0.3423521689047991
18,0.34843172472260214,0.2589217138803983,0.31068496720072325,0.330161802824715,0.34291229852031246,0.3007616297226831,0.3338570672261221,0.25631778048291054,0.35015748256187107,0.31746453218802106,0.32361120731663523,0.3426378410540726
19,0.34981016418179056,0.24441256750169177,0.3092429429512392,0.32884256467112083,0.3444484709942918,0.29498926712442297,0.33299160992412313,0.25332710304443007,0.35134171496719296,0.3178526054631722,0.31797462340574967,0.3425581834422492
20,0.34668473822822404,0.04969821197224643,0.2795199040518237,0.3317021420776248,0.3607095988134875,0.03260655591088834,0.34796738632903423,0.221125232136972,0.33875155724913675,0.28415395772683527,0.3897715154722351,0.34512890629579396
21,0.3528222832481643,0.2630236881004883,0.30531544851408565,0.2280827845381163,0.340269897678917,0.32273765454429254,0.3432756516139619,0.26112223936130186,0.3503214765730487,0.3245746566217359,0.33347122291780795,0.3511408254801064
22,0.3514693507861476,0.05189802958223241,0.35282080926995496,0.03560851303037333,0.35044705734098436,0.051594473492667756,0.36844174462661977,0.3393074032846959,0.35015152800886357,0.332318764705866,0.36991998189995223,0.3539097619602877
23,0.3239352433723347,0.07660463748706658,0.3192583328418542,0.04153208901563782,0.32919489346080705,0.261279077719309,0.35077568768384304,0.2624278074482656,0.28026498985286574,0.3044453264329689,0.3726311920841561,0.31776362706208705
24,0.34385153375105587,0.29306750464847015,0.2829499691953292,0.25474562847895815,0.33127346688391246,0.32312102119105085,0.3510779664778959,0.26907594732849444,0.3385829096689999,0.3192934818467994,0.366178672222699,0.3463208947668031
25,0.3394850322813536,0.2998690996268357,0.2752212216908329,0.2772906986597975,0.3291614814207005,0.3231475013667876,0.3523557503232248,0.27279773020107195,0.32441717048427415,0.30828269681415044,0.3655093184231299,0.3428148770163402
26,0.3349177443751993,0.30502957473377307,0.2808219448047652,0.2906436573656672,0.326773516728864,0.3213809506671166,0.3524415606143735,0.2770661564825667,0.288206082229191,0.30591498979591214,0.37291069900411133,0.3420929987451822
